id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
22720971,INO HOTEL B11,162972715,Dorina,,Θήρας (Santorini),36.37753,25.48452,Hotel room,70,1,11,2019-09-24,0.85,20,240
22721133,Hotel Oasis - Standard Room,38940411,Oasis Paros,,Πάρου (Paros),37.08638,25.15127,Hotel room,50,1,7,2019-09-19,2.26,4,341
22721259,Hotel Oasis - Triple Room with Sea View,38940411,Oasis Paros,,Πάρου (Paros),37.08513,25.15113,Hotel room,50,1,4,2019-09-26,0.30,4,337
22722015,Βιλάι Studio ΙΙΙ,86029711,Katerina,,Κέας (Kea),37.6573,24.31507,Entire home/apt,55,6,22,2019-08-31,1.27,5,90
22722747,Βιλάι Studio I,86029711,Katerina,,Κέας (Kea),37.65737,24.31695,Entire home/apt,55,6,20,2019-08-30,1.19,5,90
22723529,Olive Cottage,38426380,Nikos,,Μήλου (Milos),36.70522,24.48294,Entire home/apt,75,1,17,2019-09-28,1.11,8,31
22724416,Studios Prevena A,35974364,Evangelia,,Μήλου (Milos),36.72383,24.45644,Entire home/apt,55,2,29,2019-09-11,1.82,9,29
22725616,Anemos,123738083,Natalia,,Πάρου (Paros),37.00162,25.22318,Entire home/apt,30,5,15,2019-09-10,0.95,1,138
22727215,Local living at Mykonos Windmills,156867277,MOOI Mykonos,,Μυκόνου (Μykonos),37.44526,25.32761,Entire home/apt,139,2,62,2019-09-23,3.11,5,41
22727963,"Central local living in Mykonos, main town",156867277,MOOI Mykonos,,Μυκόνου (Μykonos),37.44634,25.32814,Entire home/apt,55,2,35,2019-09-26,2.03,5,27
22728533,Cosy appartm quiet nbhood near Rodini-Old Town,119465495,Stathis,,Ρόδου (Rhodes),36.42583,28.22149,Entire home/apt,65,3,9,2019-08-22,0.62,1,189
22729442,Casa Lenkgo Apartment Narkissos,54941005,Alexandros And Lena,,Θήρας (Santorini),36.43419,25.43767,Entire home/apt,120,3,64,2019-09-26,3.48,4,223
22729695,‘PAROS APARTMENTS’  semi basement,5893482,Ioannis,,Πάρου (Paros),37.07473,25.14606,Entire home/apt,60,2,6,2019-08-17,0.40,4,212
22731399,Maisonette Chez Iaco - Tinos island,10190489,Alexandra,,Τήνου (Tinos),37.53949,25.16202,Entire home/apt,68,2,15,2019-09-08,0.92,2,174
22736813,Villa Maïstros sur l'eau!,49858881,Olivier,,Κέας (Kea),37.67471,24.35341,Entire home/apt,300,7,3,2018-08-28,0.17,7,225
22736816,Feni’s House,164116526,Ifigeneia,,Ρόδου (Rhodes),36.4326,28.2318,Entire home/apt,60,3,3,2019-07-01,0.17,1,173
22737724,SeaBreeze Apartment,1121947,Michael,,Ρόδου (Rhodes),36.45163,28.21624,Entire home/apt,100,7,3,2019-07-14,0.20,8,120
22739069,"Quadruple rooms with pool and breakfast, Paros",82027951,Michael,,Πάρου (Paros),37.08227,25.14752,Hotel room,60,1,0,,,5,169
22739490,Luxury 4BR Villa in Rhodes by UniqueVillas,11168857,Unique Villas,,Ρόδου (Rhodes),36.03504,27.93401,Entire home/apt,180,7,0,,,28,102
22739773,GRANRSAN201-1 Two Bedrm suite with amazing Views,4486574,Important Group,,Θήρας (Santorini),36.41713,25.43078,Entire home/apt,1172,2,0,,,400,272
22739956,GRDOMSAN401-1 Two Bdrm Villa with Private Pool,4486574,Important Group,,Θήρας (Santorini),36.44122,25.42571,Entire home/apt,1195,2,0,,,400,299
22739987,Beachfront Villa in Rhodes by UniqueVillas,11168857,Unique Villas,,Ρόδου (Rhodes),35.95648,27.8815,Entire home/apt,250,7,0,,,28,364
22740151,GRDDSAN401-2 Elegant Suite w/pool & Caldera view,4486574,Important Group,,Θήρας (Santorini),36.46267,25.37393,Entire home/apt,880,1,1,2018-08-25,0.07,400,304
22741127,GRMOSSAN401-1 Deluxe Suite with outdoor jacuzzi,4486574,Important Group,,Θήρας (Santorini),36.41931,25.43039,Entire home/apt,705,1,0,,,400,289
22743320,Premiere Suite,162512497,Alti,,Θήρας (Santorini),36.38319,25.43386,Private room,1000,1,1,2017-04-28,0.03,8,153
22743543,Infinity Suite,162512497,Alti,,Θήρας (Santorini),36.38414,25.43382,Private room,1000,1,0,,,8,186
22743584,Junior Suite,162512497,Alti,,Θήρας (Santorini),36.38205,25.43281,Private room,1000,1,7,2019-09-24,1.28,8,183
22745563,Executive Cave Villa with Hot Tub,158925891,Nikoletta,,Θήρας (Santorini),36.46069,25.37565,Private room,480,1,0,,,5,12
22746111,OPTIMUM VILLA OCEAN VIEW | ILIADA VILLAS,167955502,George,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.07798,25.35196,Hotel room,324,1,0,,,5,183
22746165,Honeymoon Suite,162512497,Alti,,Θήρας (Santorini),36.38331,25.43232,Private room,1000,1,1,2019-08-03,0.51,8,166
22747292,Sea view suite with Jacuzzi close to the beach,8807757,Dora,,Θήρας (Santorini),36.37815,25.48561,Private room,125,1,1,2019-05-11,0.21,3,164
22748350,Villa Ursandoli,167980174,Ursula,,Άνδρου (Andros),37.88357,24.7363,Entire home/apt,124,6,2,2019-07-21,0.77,1,320
22748922,"Christos Apartment Studio, Kremasti Rhodes",9567929,Christos,,Ρόδου (Rhodes),36.40697,28.1176,Entire home/apt,40,1,4,2019-08-30,1.03,1,365
22749804,INO HOTEL  B 17,162972715,Dorina,,Θήρας (Santorini),36.3791,25.48568,Hotel room,80,2,16,2018-10-30,0.95,20,240
22750638,INO HOTEL A04,162972715,Dorina,,Θήρας (Santorini),36.37715,25.48567,Hotel room,90,1,1,2018-08-23,0.07,20,76
22756720,"""Drops"" Entire Private Villa Accommodates 15!!!",167952134,Vicky,,Θήρας (Santorini),36.39636,25.45132,Entire home/apt,359,1,7,2019-09-01,0.49,10,163
22757972,Beachfront Villa Aktaia,164688375,Alexis,,Πάρου (Paros),37.09151,25.15756,Entire home/apt,180,5,5,2019-06-09,0.30,1,365
22758360,Seaside luxury villa,76559724,Flora,,Άνδρου (Andros),37.85366,24.93945,Entire home/apt,450,2,6,2019-08-24,0.43,2,365
22758464,Demetra’s Home,129833429,Georgios,,Θήρας (Santorini),36.42424,25.43377,Entire home/apt,150,2,32,2019-09-20,2.01,1,260
22759180,Grand Executive Seaview Suite with Pool/Jacuzzi,76568356,Stamatis,,Μήλου (Milos),36.72944,24.44531,Entire home/apt,180,1,1,2018-07-18,0.07,5,195
22759420,Seaside small villa,76559724,Flora,,Άνδρου (Andros),37.85801,24.93632,Entire home/apt,350,2,0,,,2,365
22760868,Villa Kolympithres View,168116370,Stella,,Πάρου (Paros),37.13046,25.21202,Entire home/apt,400,5,0,,,2,180
22763464,"""Drops"" Honeymoon Suite with Private Pool Jacuzzi",167952134,Vicky,,Θήρας (Santorini),36.39634,25.45266,Entire home/apt,140,1,2,2019-05-02,0.13,10,180
22764946,Fedra Family House,168145278,Fedra,,Ρόδου (Rhodes),36.17171,28.07714,Entire home/apt,45,2,10,2019-08-03,0.62,1,355
22764985,Superior Deluxe Sea View Villa | ILIADA VILLAS,167955502,George,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.07728,25.35073,Hotel room,413,1,0,,,5,158
22764996,Scorpios Room No 6,168146762,Flora/Vasilis,,Θήρας (Santorini),36.42417,25.43593,Hotel room,50,1,91,2019-09-24,5.41,7,140
22766702,Executive Sea View Villa with Roofgarden Jacuzzi,167955502,George,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.07879,25.35025,Hotel room,470,1,3,2019-09-19,0.20,5,168
22767876,Iliada Mansion Sea View | ILIADA VILLAS,167955502,George,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.07894,25.35165,Hotel room,557,1,1,2019-08-13,0.61,5,178
22768130,Alpha Omega Apartment,98037533,Oraia,,Πάρου (Paros),37.00473,25.22454,Entire home/apt,78,3,18,2019-09-14,1.07,2,152
22770244,Bonora country houses - Condo,30231748,Giorgos & Lamprini,,Θήρας (Santorini),36.46345,25.39184,Entire home/apt,220,3,0,,,5,201
22773085,Sea View VILLA,77474584,Sofia,,Μυκόνου (Μykonos),37.45386,25.37428,Entire home/apt,1000,3,1,2018-09-09,0.08,11,175
22777829,Executive Suite with Outdoor Hot Tub,53070156,Panos,,Θήρας (Santorini),36.42167,25.43455,Private room,200,2,3,2019-06-14,0.22,7,251
22779199,Villa Erato,120082108,Dorina,,Πάρου (Paros),36.9998,25.22131,Entire home/apt,380,6,1,2018-09-15,0.08,2,99
22781385,Sophita,78382423,Καλλιόπη Χριστίνα,,Καλυμνίων (Kalymnos),36.97102,26.93683,Entire home/apt,80,5,3,2019-07-24,0.18,2,256
22783855,Petros Central House In Kos!!,36306339,Πετρος,,Κω (Kos),36.89261,27.2871,Entire home/apt,68,5,17,2019-09-26,1.02,1,115
22786788,MILVA SUITE CENTRALLY LOCATED 316-317,134475165,Milva,,Κω (Kos),36.89165,27.28837,Entire home/apt,100,1,6,2019-08-18,0.39,11,337
22787846,Meravigliosa villa con terrazze sul mare,9655060,Viviana,,Καρπάθου (Karpathos),35.52851,27.1109,Entire home/apt,100,7,0,,,1,363
22789786,Portokali House,11442417,Rachel,,Σύμης (Symi),36.61703,27.83544,Entire home/apt,295,3,8,2019-09-13,0.56,1,362
22793438,Eternal Two-Bedroom Apartment Sea/City View 5pax,61552828,John,,Μυκόνου (Μykonos),37.44186,25.33194,Private room,200,1,3,2019-07-16,0.23,21,39
22799377,NEW!!Apartment for your best vacation memories!Nev,160544913,Evi,,Ρόδου (Rhodes),36.41182,28.15774,Entire home/apt,24,2,1,2018-07-28,0.07,1,193
22800405,"""Drops"" 2 Bedroom Villa with Private Swimming Pool",167952134,Vicky,,Θήρας (Santorini),36.39565,25.45297,Private room,120,1,2,2018-10-02,0.16,10,175
22801224,Villa Polimnia,120082108,Dorina,,Πάρου (Paros),36.99926,25.22197,Entire home/apt,300,6,4,2018-09-13,0.27,2,95
22801549,"The Lydia home is in Faros, 20' from the harbour",129373329,Τζενη,,Σίφνου (Sifnos),36.94442,24.75421,Entire home/apt,190,2,1,2019-07-15,0.38,2,120
22802271,Kea amazing View Maisonette,156753438,Mary,,Κέας (Kea),37.65768,24.31732,Entire home/apt,80,2,9,2019-08-16,0.60,1,365
22802440,"Residence Le Grand Bleu1, Apartment in Aliki,Paros",168502140,Chiara,,Πάρου (Paros),36.99894,25.13945,Entire home/apt,80,4,4,2019-08-03,0.28,2,332
22806421,"""Drops"" SeaView House with Private Outdoor Jacuzzi",167952134,Vicky,,Θήρας (Santorini),36.39692,25.45123,Entire home/apt,156,1,5,2019-09-08,0.30,10,176
22807146,Villa Paradise,154202214,Sevasti Christina,,Ρόδου (Rhodes),36.2874,28.16463,Entire home/apt,110,2,4,2019-08-21,0.22,1,207
22808954,"Residence Le Grand Bleu2, Apartment in Aliki,Paros",168502140,Chiara,,Πάρου (Paros),36.99775,25.13762,Entire home/apt,80,4,3,2019-08-23,0.21,2,346
22809549,four season room for 2,17556834,Betty,,Ιητών (Ios),36.72023,25.27965,Private room,30,1,6,2019-08-13,0.42,9,273
22821061,"Villa Meliti up to 6pax, Santorini - Cave House",44657095,Michail,,Θήρας (Santorini),36.37468,25.43137,Entire home/apt,163,1,15,2019-09-03,0.92,4,128
22821478,Cloud Blue seaview Villa,9246294,Ion,,Μυκόνου (Μykonos),37.43813,25.33127,Entire home/apt,1250,2,2,2019-08-14,0.15,5,3
22821998,Villa Oistros,167897606,Δημητρησ,,Ρόδου (Rhodes),36.38569,28.21403,Entire home/apt,93,4,5,2019-09-15,0.35,1,365
22822117,"Traditional villa with sea view, Paros, Drios",168691911,Δαμασκηνη,,Πάρου (Paros),37.00091,25.21561,Entire home/apt,110,3,9,2019-08-29,0.61,1,213
22823713,Galini Traditional Village House,168704813,Marina,,Ρόδου (Rhodes),36.06704,27.79018,Entire home/apt,100,3,2,2018-07-30,0.13,2,365
22823724,VILLA KOURTALI,168696796,Μιχαλησ,,Άνδρου (Andros),37.88822,24.71712,Entire home/apt,400,4,1,2018-08-22,0.07,1,119
22824049,Olive Mykonos Villas - Senior Villa,48654793,Do  Disturb Group,,Μυκόνου (Μykonos),37.44098,25.39556,Entire home/apt,150,2,0,,,80,26
22830962,"""Pebbles"" Exquisite House in the heart of Naousa",42342664,Whitestay,,Πάρου (Paros),37.12441,25.24037,Entire home/apt,50,1,32,2019-09-21,1.83,12,73
22832418,Anamnesia Villa Stelida,40896959,Maria & Flora,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.08548,25.35082,Entire home/apt,850,4,2,2018-08-06,0.14,30,333
22836838,GRBMPAR401- 3 Bdrm villa with Outdoor Jacuzzi,4486574,Important Group,,Πάρου (Paros),37.11418,25.21727,Entire home/apt,690,5,0,,,400,365
22836896,Infinity Pool Suite in Santorini by UniqueVillas,11168857,Unique Villas,,Θήρας (Santorini),36.43017,25.42699,Private room,1000,4,0,,,28,364
22837087,A house to relax by the sea,108444759,Markella,,Πάρου (Paros),37.00713,25.2316,Entire home/apt,110,4,4,2019-09-25,0.20,1,0
22837110,Deluxe Suite in Santorini by UniqueVillas,11168857,Unique Villas,,Θήρας (Santorini),36.43153,25.42533,Private room,740,4,0,,,28,364
22837654,Master North Villa in Santorini by UniqueVillas,11168857,Unique Villas,,Θήρας (Santorini),36.38545,25.45157,Entire home/apt,350,5,0,,,28,364
22837949,Ouriel Suite with common swimming pool,168843195,Nikoleta,,Θήρας (Santorini),36.41346,25.44677,Entire home/apt,120,1,1,2019-06-19,0.29,3,357
22838157,Luxury 8BR Villa in Santorini by UniqueVillas,11168857,Unique Villas,,Θήρας (Santorini),36.38399,25.45168,Entire home/apt,1805,5,1,2019-09-17,1,28,364
22838400,Raphael Suite with common swimming pool,168843195,Nikoleta,,Θήρας (Santorini),36.41207,25.44621,Entire home/apt,130,1,5,2019-09-15,1.92,3,298
22838594,Honeymoon Suite in Santorini by UniqueVillas,11168857,Unique Villas,,Θήρας (Santorini),36.46225,25.37824,Private room,539,3,0,,,28,364
22838763,Michael Suite with common swimming pool,168843195,Nikoleta,,Θήρας (Santorini),36.41222,25.44813,Entire home/apt,155,1,1,2018-06-27,0.07,3,30
22839164,Kycladed Villa,30215754,Travelpath,,Θήρας (Santorini),36.3567,25.44572,Entire home/apt,187,1,0,,,10,364
22839606,"Beautiful  Villa sleeping 9 in Poseidonia, Syros",156635013,Tamar,,Σύρου - Ερμούπολης (Syros),37.38706,24.87928,Entire home/apt,700,7,0,,,5,292
22840977,ΚΑΙΤΙ'S HOUSE,168877046,Μαρινα,,Αστυπαλαίας (Astypalea),36.55029,26.34885,Entire home/apt,100,1,2,2019-08-26,0.14,1,52
22842956,Traditional stone house with amazing sea view,421134,Irini,,Τήνου (Tinos),37.56029,25.19273,Entire home/apt,100,3,1,2019-09-20,1,2,34
22844954,Petrino Studio,129293736,Sandy,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.04151,25.44556,Entire home/apt,45,3,6,2019-08-21,0.43,2,86
22847090,Deluxe:  SeaView Villa,41107824,Mike,,Πάρου (Paros),37.01344,25.22582,Entire home/apt,800,5,4,2019-08-17,0.29,1,358
22847094,Villa Aegean Balcony | Studio,122398740,Aimilia,,Κύθνου (Kythnos),37.34846,24.43531,Entire home/apt,48,1,15,2019-09-23,0.85,4,355
22850895,Alkyoni City Apartment,168738206,Nikos,,Ρόδου (Rhodes),36.45418,28.21999,Entire home/apt,75,2,5,2019-07-25,0.28,1,344
22853970,Εuthimia Luxury studio  { Γλυκόδροσο},168789479,Εuthimia,,Αστυπαλαίας (Astypalea),36.54774,26.35201,Entire home/apt,80,3,3,2019-09-10,0.22,2,365
22854574,Chrisa' s Country House,169032439,Chrisa,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.06807,25.43536,Entire home/apt,84,4,26,2019-09-13,1.69,1,45
22855178,Family Apartment Adonis,74263308,Adonis,,Πάρου (Paros),37.12096,25.23289,Private room,190,3,0,,,4,14
22856951,Bougainvillea House,169057740,Nikos,,Κύθνου (Kythnos),37.41126,24.43112,Entire home/apt,67,2,44,2019-09-22,2.55,1,363
22858471,Villa Panormitis - Prasonisi Villas,49957629,Stamatis,,Ρόδου (Rhodes),35.95255,27.77004,Entire home/apt,300,7,1,2019-06-15,0.28,3,144
22860673,Eternal Two-Bedroom Apartment Sea/City view 6pax,61552828,John,,Μυκόνου (Μykonos),37.44083,25.33224,Private room,250,1,13,2019-05-03,0.77,21,42
22861030,Cultural house Studio Standard village view no 2,66543788,Margarita,,Θήρας (Santorini),36.37982,25.44992,Hotel room,48,1,34,2019-09-24,1.88,19,30
22861369,Villa Aegean Balcony | Loft,122398740,Aimilia,,Κύθνου (Kythnos),37.34684,24.43601,Entire home/apt,70,1,5,2019-08-24,0.34,4,361
22861821,Seafront House Irini,169114302,Eirini,,Πάρου (Paros),37.11883,25.22798,Entire home/apt,180,3,7,2019-08-27,0.47,1,276
22864185,Beachfront studio for 2,169123429,Gianna,,Πάρου (Paros),37.0109,25.23963,Private room,45,1,2,2019-07-01,0.14,1,297
22866324,Kamari Beach House Central up to 5 people,23196918,Vivi,,Θήρας (Santorini),36.37693,25.48279,Entire home/apt,60,1,33,2019-09-14,2.05,3,279
22867441,Eternal One-Bedroom Apartment Sea/City View 5pax,61552828,John,,Μυκόνου (Μykonos),37.44099,25.33075,Entire home/apt,250,1,8,2019-07-11,0.54,21,36
22873468,CHARMING SUMMER HOUSE-SERIFOS,168688067,Eleni,,Σερίφου (Seriphos),37.14936,24.51569,Entire home/apt,150,1,4,2019-08-08,0.29,2,362
22874592,Sea View Suite,169252296,Αγγελική,,Άνδρου (Andros),37.83056,24.94565,Entire home/apt,300,3,0,,,1,180
22877533,Aleria house.,169281833,Evangelia,,Τήνου (Tinos),37.55546,25.11375,Entire home/apt,85,7,3,2018-08-20,0.18,1,365
22879592,Paroikia Paros New Town House,169300180,Frankie,,Πάρου (Paros),37.08052,25.14961,Entire home/apt,30,2,36,2019-09-26,2.23,1,4
22879764,Elena's Apartment,169298930,Ioannis,,Θήρας (Santorini),36.35939,25.44809,Entire home/apt,98,2,16,2019-08-11,1.02,2,355
22879832,Bella Foresta Villa,169280243,Despoina,,Ρόδου (Rhodes),36.39243,28.16788,Entire home/apt,600,3,4,2019-08-17,0.26,2,191
22882817,Sperveri Enalio Villas - Chartaetos,96701752,Christina,,Ρόδου (Rhodes),36.27009,28.15676,Entire home/apt,400,3,11,2019-09-18,0.69,5,352
22883149,Little house downtown with view! #2,10707505,Christie,,Σύρου - Ερμούπολης (Syros),37.4355,24.93454,Entire home/apt,20,3,16,2019-09-06,0.96,5,337
22883309,Kea Villa Thea & Petra & Ilios Villa(Private Pool),145718,Polina,,Κέας (Kea),37.6645,24.34231,Entire home/apt,600,3,5,2019-09-01,0.38,5,362
22883877,Strandnahe Wohnung. Ideal gelegen ruhig Parterre.,60093569,Margrit,,Τήνου (Tinos),37.53339,25.16568,Entire home/apt,33,5,6,2019-09-02,0.41,3,365
22891812,Ibiscus House Best Location,90728833,Didi,,Μυκόνου (Μykonos),37.44742,25.32947,Entire home/apt,200,1,46,2019-08-31,2.50,2,228
22892685,Room on the beach R2,25590457,Markos Beach Rooms And Studios,,Μυκόνου (Μykonos),37.4368,25.32486,Private room,45,1,17,2019-07-28,1.02,11,27
22893762,Petite ste- indoor jacuzzi- caldera view terrace,51279,Travel & Tourism Greece,,Θήρας (Santorini),36.43145,25.42159,Private room,150,1,0,,,54,2
22894517,Sup cave studio- Private terrace,51279,Travel & Tourism Greece,,Θήρας (Santorini),36.43246,25.42224,Private room,120,1,1,2018-05-09,0.06,54,7
22900094,Elena House 2,103946851,Michalis,,Ρόδου (Rhodes),36.01841,27.9227,Entire home/apt,80,5,0,,,2,180
22900954,The Blue Deer of Rhodes #SuperHost,169507224,Mina,,Ρόδου (Rhodes),36.43861,28.23319,Entire home/apt,70,3,16,2019-09-27,1.03,2,90
22900957,Wonderful Rhodian Apartment #SuperHost,169507224,Mina,,Ρόδου (Rhodes),36.438,28.23117,Entire home/apt,80,3,15,2019-09-17,0.92,2,90
22902185,Grykos Village - View 4 all,131905883,Christos,,Κέας (Kea),37.61521,24.37349,Entire home/apt,180,2,0,,,1,27
22902827,Athina Ios Villa Four Bedroom,9588443,Loizos,,Ιητών (Ios),36.71617,25.29045,Entire home/apt,500,3,0,,,3,72
22903377,''Angelica's Sweet Home'' in the center of Parikia,169528973,Angeliki,,Πάρου (Paros),37.083,25.15105,Entire home/apt,50,2,45,2019-09-20,2.75,1,28
22903456,Athina Ios Estate,9588443,Loizos,,Ιητών (Ios),36.71473,25.29094,Entire home/apt,730,3,2,2019-05-13,0.13,3,70
22912787,GRGTMY301- Traditional 2 Bdrm Maisonette in Ornos,4486574,Important Group,,Μυκόνου (Μykonos),37.42391,25.32407,Entire home/apt,633,2,0,,,400,304
22914803,GRESSAN401-3- Deluxe Cave Villa w/Private Jacuzzi,4486574,Important Group,,Θήρας (Santorini),36.45975,25.39433,Entire home/apt,420,2,0,,,400,365
22916305,Elena's house,169298930,Ioannis,,Θήρας (Santorini),36.35123,25.44317,Entire home/apt,105,2,11,2019-09-23,0.74,2,48
22916500,Deluxe Villa Alia & Welcome Drink - up to 3pax,44657095,Michail,,Θήρας (Santorini),36.3748,25.43219,Entire home/apt,99,1,24,2019-09-01,1.48,4,117
22920951,"Villa Nimertis up to 5pax, Santorini - Cave House",44657095,Michail,,Θήρας (Santorini),36.3769,25.43114,Entire home/apt,150,1,34,2019-09-09,2.10,4,108
22925673,Waterfront villa 2 with infinity pool,9402686,Kiki,,Κέας (Kea),37.57436,24.2819,Entire home/apt,300,5,0,,,3,364
22930718,Eleanna's Sea View Apartment in the heart of Town,25488033,Stelios&Lorraine,,Μυκόνου (Μykonos),37.44452,25.32982,Entire home/apt,280,1,1,2019-06-12,0.27,11,8
22931253,"""Paros""Enjoyable stay in the endless blue of Agean",169656948,Maria,,Πάρου (Paros),37.12016,25.24111,Entire home/apt,250,2,4,2019-07-09,0.20,1,73
22931530,"Spiti Peony - Stylish House, Ambelas near Noussa",7108166,Alasdair (Ali),,Πάρου (Paros),37.09942,25.26413,Entire home/apt,107,5,1,2018-08-24,0.07,3,364
22933776,Mykonos Tourlos 50m² homm Sea View Apartment,29927830,Homm ®,,Μυκόνου (Μykonos),37.46473,25.32953,Entire home/apt,150,2,12,2019-09-10,0.78,6,0
22933804,2 bdrm Lux Apt w/ shared pool- liveandtravelgreece,110277377,Leonidas,,Μυκόνου (Μykonos),37.47494,25.34784,Hotel room,203,2,9,2019-09-06,0.54,13,14
22936572,Traditional beach house in Mykonos,6190481,Damien,,Μυκόνου (Μykonos),37.41233,25.31636,Entire home/apt,150,3,20,2019-09-13,1.03,1,364
22937861,Town house near the port by Dominic,13569157,Sophia - Dominic,,Σύρου - Ερμούπολης (Syros),37.44231,24.94033,Entire home/apt,60,2,34,2019-08-27,2.08,5,289
22938076,On the Hill Sea View Summer House,136531422,Dimitrios,,Μήλου (Milos),36.72244,24.53694,Entire home/apt,80,2,3,2019-08-10,0.23,15,0
22938902,Λιμανι 1,115294174,Spyros,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),36.9314,25.60033,Private room,50,2,11,2019-07-20,0.69,3,245
22946886,GRCSSAN401-2 Unique 3 bedrm Suite Caldera View,4486574,Important Group,,Θήρας (Santorini),36.46224,25.37547,Entire home/apt,1061,2,0,,,400,286
22947969,"Traditional cave house, Jaccuzi,breathtaking view!",133068488,Vasiliki,,Θήρας (Santorini),36.35709,25.39405,Entire home/apt,140,1,105,2019-09-24,5.36,5,263
22948409,budget room in front of the sean R.11,25590457,Markos Beach Rooms And Studios,,Μυκόνου (Μykonos),37.43677,25.32572,Private room,39,1,32,2019-08-12,1.91,11,95
22949322,"Apartment ""Stone"" Sea view & BBQ",16332061,Marilyn,,Πάρου (Paros),37.04784,25.12172,Entire home/apt,45,4,6,2019-07-25,0.43,4,24
22951402,Blue Light studio with sunset sea view & BBQ,16332061,Marilyn,,Πάρου (Paros),37.0463,25.12094,Entire home/apt,45,4,7,2019-08-07,0.46,4,26
22951425,Διαμέρισμα,51501394,Γεωργιος,,Σύρου - Ερμούπολης (Syros),37.44849,24.90053,Entire home/apt,40,3,10,2019-09-23,0.72,1,65
22952303,Venetia's Garden Studio,130441295,Venetia,,Καρπάθου (Karpathos),35.58574,27.08004,Entire home/apt,60,2,5,2019-08-02,0.31,2,346
22952702,Green Garden Room 2,166526895,Tsampika,,Ρόδου (Rhodes),36.38942,28.21536,Private room,20,1,0,,,7,365
22952823,Kythnian Traditional 19th Century House,122398740,Aimilia,,Κύθνου (Kythnos),37.383,24.42995,Entire home/apt,48,2,8,2019-08-23,0.49,4,221
22953309,Green Garden Room 4,166526895,Tsampika,,Ρόδου (Rhodes),36.38788,28.21315,Private room,20,1,0,,,7,365
22953919,Green garden - Green room,166526895,Tsampika,,Ρόδου (Rhodes),36.38931,28.2133,Private room,22,1,1,2019-08-03,0.51,7,365
22954433,Green Garden- Pink room,166526895,Tsampika,,Ρόδου (Rhodes),36.38875,28.21461,Private room,22,3,0,,,7,365
22954776,BLUE DOLPHIN (GUESTHOUSE WITH MAGNIFICENT VIEW),168354263,Christos,,Άνδρου (Andros),37.85836,24.78476,Private room,40,1,16,2019-07-17,0.91,1,68
22955841,Paros Villa Heaven,167032648,Mina,,Πάρου (Paros),37.08795,25.15573,Entire home/apt,100,3,21,2019-09-26,1.08,2,1
22956129,Afiartis Villa,141342290,Nikos,,Καρπάθου (Karpathos),35.43597,27.14646,Entire home/apt,171,3,1,2018-06-16,0.06,1,181
22962604,"Deluxe split level suite, Caldera view",170150983,Pearl,,Θήρας (Santorini),36.41574,25.43012,Hotel room,220,1,9,2019-06-13,0.55,1,47
22963657,Bakis house,170162836,Δημητρα,,Ρόδου (Rhodes),36.4115,28.15622,Entire home/apt,58,7,0,,,1,364
22967072,Cosy studio-retreat-relax-spot for explorers III,47556071,Nele,,Ρόδου (Rhodes),36.33316,28.17598,Entire home/apt,40,3,7,2019-09-11,0.44,4,267
22968093,Villa Silvana - Luxury 3BDs Pool Villa near Rhodes,23533083,Ioannis,,Ρόδου (Rhodes),36.42142,28.15767,Entire home/apt,250,3,22,2019-09-21,1.30,3,128
22968519,AMMOS DONOUSSA LOFTED STUDIO,62119382,Ηλίας,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.10135,25.79456,Private room,45,3,0,,,1,269
22970327,Villa Camellia's sea view apartment,154967021,Kameliya,,Σύρου - Ερμούπολης (Syros),37.38503,24.91702,Private room,200,1,5,2019-09-23,0.34,1,186
22973385,Vasilis studio 2,170288020,Vasso,,Κω (Kos),36.75014,26.96781,Private room,23,7,1,2019-08-04,0.52,1,365
22974875,Large 3 bedroom private Villa Traounou,10163595,Sue,,Ρόδου (Rhodes),36.28986,28.16591,Entire home/apt,70,3,7,2019-08-08,0.49,2,159
22975218,Lia Apartments,170312840,Ελενη,,Ρόδου (Rhodes),36.44112,28.22956,Entire home/apt,45,1,28,2019-09-09,1.87,2,353
22978542,New Villa with fantastic view - Traounou,10163595,Sue,,Ρόδου (Rhodes),36.30503,28.17864,Entire home/apt,50,3,10,2019-09-15,0.66,2,178
22979611,Utopia Guesthouse Anatolia,169883978,Alexandros,,Θήρας (Santorini),36.34986,25.46723,Hotel room,45,2,28,2019-08-20,1.61,3,12
22980558,PAROS MAJIK,170372491,Ioannis,,Πάρου (Paros),37.11484,25.17514,Entire home/apt,250,7,0,,,1,180
