,0
57553,55207369
57554,47161217
57555,78030762
57556,16458191
57557,140981474
57558,250988010
57559,40737907
57560,59222855
57561,18860287
57562,116103137
57563,31942686
57564,166849815
57565,29766625
57566,62465672
57567,63037768
57568,96468439
57569,1913476
57570,134322392
57571,32015397
57572,71518350
57573,134769073
57574,4492046
57575,79647549
57576,84339544
57577,78438697
57578,86697593
57579,79848259
57580,39544679
57581,30745136
57582,72417320
57583,8834416
57584,53738042
57585,117570237
57586,106441986
57587,112122958
57588,117322077
57589,113205679
57590,10302513
57591,46016828
57592,2309999
57593,63269745
57594,104684678
57595,120701581
57596,90875556
57597,69746720
57598,16048173
57599,22747107
57600,16994066
57601,67432386
57602,36352182
57603,93422011
57604,131484463
57605,14382451
57606,145351759
57607,148068997
57608,19446453
57609,1831573
57610,43808328
57611,152176182
57612,26244751
57613,166591481
57614,136334226
57615,164942736
57616,41398025
57617,80922264
57618,169546492
57619,123669018
57620,109986829
57621,181043611
57622,58954029
57623,135485747
57624,30703700
57625,61113045
57626,90794887
57627,138328449
57628,56455411
57629,185295498
57630,31990411
57631,212942241
57632,130222751
57633,217877514
57634,214995357
57635,198867908
57636,119174964
57637,84841982
57638,183982136
57639,175567921
57640,101085266
57641,37541441
57642,61216544
57643,157274227
57644,17118046
57645,149529223
57646,54378681
57647,71370018
57648,61773264
57649,10802428
57650,23874284
57651,43894489
57652,24314152
57653,53421221
57654,1676135
57655,75975298
57656,23798059
57657,16920037
57658,18168946
57659,82923957
57660,28478584
57661,31109851
57662,58429298
57663,65207338
57664,13772062
57665,7281687
57666,125001123
57667,99434692
57668,21613160
57669,84000848
57670,102091543
57671,7115014
57672,25413669
57673,27204375
57674,28282203
57675,19870213
57676,87150203
57677,68695056
57678,35118852
57679,27311693
57680,73719710
57681,15156590
57682,111667624
57683,15270302
57684,3724957
57685,26306658
57686,21790901
57687,8232170
57688,120441046
57689,8944515
57690,27468428
57691,38610666
57692,50089680
57693,55255620
57694,26825542
57695,12909081
57696,29445519
57697,17122883
57698,30267579
57699,158213328
57700,63733503
57701,94106235
57702,6486326
57703,112154911
57704,28234226
57705,77171660
57706,120018842
57707,186651081
57708,190174804
57709,24931327
57710,28842589
57711,98548455
57712,126336449
57713,183819499
57714,51810011
57715,7361063
57716,149170389
57717,149230468
57718,190665748
57719,79328153
57720,25069143
57721,18297485
57722,11951996
57723,89657408
57724,8524124
57725,52756586
57726,14696390
57727,106074535
57728,72679375
57729,59309059
57730,31699624
57731,102191
57732,3252661
57733,148298884
57734,73846288
57735,224186289
57736,5280938
57737,7065439
57738,160722166
57739,31024159
57740,35334543
57741,90347716
57742,91759236
57743,2461708
57744,6142968
57745,119301108
57746,220177280
57747,220627592
57748,65273353
57749,18867236
57750,15816395
57751,58943151
57752,63733036
57753,8061930
57754,75070754
57755,79387604
57756,39546330
57757,81476007
57758,57953123
57759,75603095
57760,61783085
57761,35384369
57762,79879457
57763,37599330
57764,90222116
57765,89870474
57766,1411935
57767,73950245
57768,89703812
57769,89069918
57770,41064235
57771,96605068
57772,1193700
57773,102537816
57774,84252756
57775,96599317
57776,104261968
57777,99976914
57778,18225753
57779,84037424
57780,64474453
57781,34204321
57782,42643470
57783,85446236
57784,94888844
57785,33308681
57786,137600477
57787,135674914
57788,22962476
57789,16190909
57790,114697513
57791,133952409
57792,128341749
57793,134547476
57794,34715672
57795,48133112
57796,51583647
57797,141728433
57798,28354575
57799,33150101
57800,19043392
57801,82581042
57802,27843403
57803,24905279
57804,133255672
57805,133782185
57806,145560147
57807,148947280
57808,146166289
57809,104909935
57810,77181826
57811,158044522
57812,36823077
57813,157542539
57814,105053246
57815,167165493
57816,45912984
57817,172207070
57818,100500522
57819,146342455
57820,121592727
57821,165301956
57822,40752050
57823,58347237
57824,20175038
57825,157577228
57826,136596741
57827,169544205
57828,80623817
57829,94720018
57830,149818548
57831,41292242
57832,158949137
57833,56903734
57834,166684718
57835,122481657
57836,36926476
57837,137971002
57838,43706574
57839,176583667
57840,40733622
57841,169750378
57842,22858498
57843,19296125
57844,80939978
57845,40240827
57846,188262933
57847,191633196
57848,117201228
57849,28361402
57850,90579361
57851,6052238
57852,120619080
57853,190746206
57854,159451850
57855,22572581
57856,33696317
57857,209150828
57858,77610447
57859,190987812
57860,184298483
57861,183117935
57862,154851902
57863,78159579
57864,19936944
57865,145659157
57866,56160244
57867,219502489
57868,130177507
57869,60324933
57870,216513685
57871,146697073
57872,108983147
57873,65504612
57874,212788514
57875,45034583
57876,6865699
57877,127964523
57878,211332408
57879,157059289
57880,134160782
57881,243182939
57882,131855775
57883,82134863
57884,164207334
57885,171185782
57886,210012484
57887,149953194
57888,239419764
57889,87269251
57890,223674956
57891,203623316
57892,24530878
57893,249652731
57894,237906988
57895,124255808
57896,201176045
57897,50667012
57898,236177694
57899,233614321
57900,20659243
57901,114030375
57902,126777263
57903,76151102
57904,19489485
57905,56954784
57906,282122475
57907,13415450
57908,77714365
57909,6334813
57910,21188253
57911,15284356
57912,15599051
57913,86630658
57914,1931533
57915,56648107
57916,96085901
57917,6000942
57918,38142544
57919,66202141
57920,66714962
57921,101566671
57922,94310118
57923,77362027
57924,92423530
57925,76805865
57926,286534
57927,32041536
57928,50090941
57929,96669167
57930,3699563
57931,111169116
57932,7375264
57933,120419372
57934,5249956
57935,111572130
57936,110610443
57937,2568000
57938,128322407
57939,15681165
57940,38147811
57941,117296607
57942,20656767
57943,31371450
57944,108106536
57945,50547815
57946,85936932
57947,23122761
57948,68054088
57949,57037740
57950,142406620
57951,141604301
57952,27423834
57953,147562104
57954,93561168
57955,109499340
57956,147403022
57957,8210601
57958,24311761
57959,74328804
57960,154653227
57961,145544712
57962,76945932
57963,100064532
57964,59090983
57965,125245343
57966,633782
57967,90844614
57968,46422238
57969,143952156
57970,137194109
57971,162733247
57972,26958406
57973,160554198
57974,40200912
57975,73742672
57976,95337900
57977,123629769
57978,18090769
57979,66196010
57980,169750499
57981,111118020
57982,25047000
57983,151917122
57984,132376779
57985,6440229
57986,39493287
57987,45783367
57988,39163498
57989,104393131
57990,133274535
57991,109856294
57992,60525528
57993,163100476
57994,179743052
57995,84799357
57996,174783219
57997,91340103
57998,29473013
57999,82915582
58000,18707281
58001,78335374
58002,179998631
58003,183586516
58004,131679966
58005,52764048
58006,141288959
58007,77515299
58008,57144878
58009,6438306
58010,118060160
58011,3366110
58012,166156958
58013,118417038
58014,95594586
58015,190854366
58016,91886907
58017,149295761
58018,88941472
58019,45694365
58020,35062755
58021,134528354
58022,205888463
58023,10934310
58024,129793213
58025,152731611
58026,67949961
58027,49869696
58028,135984264
58029,86201978
58030,38419262
58031,96428465
58032,238222130
58033,42487191
58034,125231396
58035,25189941
58036,240736993
58037,52131133
58038,243249234
58039,7184002
58040,94637759
58041,243193893
58042,129147301
58043,219935414
58044,35109827
58045,58211612
58046,51168746
58047,55604640
58048,126536822
58049,206410853
58050,264748514
58051,56158901
58052,252490521
58053,68947657
58054,61175161
58055,49451241
58056,75809407
58057,11116138
58058,15532864
58059,28592719
58060,75112319
58061,10118349
58062,81973123
58063,3444087
58064,18579586
58065,80879758
58066,75609843
58067,2934351
58068,84610517
58069,89582821
58070,113425844
58071,25704088
58072,101397268
58073,106959082
58074,100892651
58075,106884089
58076,107373811
58077,115001278
58078,127045652
58079,57585649
58080,69541089
58081,83674903
58082,41576188
58083,793764
58084,14834000
58085,131784910
58086,66408841
58087,94059343
58088,33099003
58089,183387396
58090,10568411
58091,36826615
58092,75815487
58093,34049611
58094,66311079
58095,62575577
58096,15033436
58097,79116212
58098,77876736
58099,26579353
58100,29020485
58101,35404045
58102,10030896
58103,25803635
58104,22151981
58105,14801398
58106,129559486
58107,135563220
58108,39572383
58109,81400574
58110,132821113
58111,119922115
58112,66708699
58113,162246915
58114,182959631
58115,54140189
58116,111734278
58117,68045918
58118,139508036
58119,64152975
58120,155037422
58121,78633731
58122,192364020
58123,34107997
58124,6466077
58125,153252921
58126,199728400
58127,36557902
58128,68112245
58129,82841994
58130,143395034
58131,166620488
58132,237942683
58133,48013990
58134,5201945
58135,74756680
58136,73230875
58137,79854465
58138,7468527
58139,38745689
58140,7196826
58141,13663589
58142,134589377
58143,147220549
58144,24615415
58145,105473037
58146,175565382
58147,114077332
58148,15170726
58149,176559377
58150,19625593
58151,44862454
58152,55242265
58153,14550960
58154,206167862
58155,46228502
58156,61919056
58157,5933496
58158,12437799
58159,76393169
58160,32981431
58161,63776135
58162,275631781
58163,189957746
58164,86107819
58165,7270587
58166,86789950
58167,25566157
58168,9612837
58169,20626004
58170,72741172
58171,28930968
58172,3034221
58173,79320333
58174,76029490
58175,25600164
58176,26484522
58177,36736190
58178,21389951
58179,35640117
58180,93037522
58181,43464918
58182,90864274
58183,82229151
58184,17981271
58185,21157190
58186,97037122
58187,89125
58188,132114154
58189,94689682
58190,479898
58191,20619345
58192,58034674
58193,25029731
58194,339089
58195,11184393
58196,90156216
58197,20712956
58198,17874104
58199,23828816
58200,909245
58201,42578054
58202,127874539
58203,35762248
58204,56312323
58205,116380590
58206,44078190
58207,105014886
58208,116156654
58209,50435634
58210,37250072
58211,168520153
58212,5057044
58213,191587130
58214,13528144
58215,27251876
58216,118820386
58217,152762832
58218,5799593
58219,78538204
58220,188623683
58221,107068713
58222,13753339
58223,142734224
58224,124687970
58225,36352520
58226,36323294
58227,109545
58228,120827857
58229,108873030
58230,988277
58231,20583577
58232,35494418
58233,141545836
58234,28235333
58235,220782274
58236,50906706
58237,13885907
58238,41639033
58239,6414145
58240,67666933
58241,95778347
58242,28532728
58243,60226391
58244,50674114
58245,176522662
58246,108566553
58247,256353449
58248,269607687
58249,4933535
58250,264114959
58251,69080143
58252,40912912
58253,82098404
58254,31765785
58255,2800037
58256,75564334
58257,16587834
58258,13892564
58259,89078389
58260,181043308
58261,69482251
58262,28000147
58263,77805150
58264,62958246
58265,43972742
58266,112288007
58267,26979021
58268,121104622
58269,117438736
58270,105972589
58271,52798521
58272,57090555
58273,48941331
58274,162253726
58275,16288786
58276,43710947
58277,33283450
58278,31539589
58279,188745468
58280,70461622
58281,85575030
58282,239543032
58283,38705242
58284,4924132
58285,30548897
58286,38940466
58287,29183817
58288,9198395
58289,181340
58290,87605813
58291,25393214
58292,33043383
58293,63889030
58294,78855241
58295,25000587
58296,96157993
58297,60417043
58298,103887112
58299,4706266
58300,6702390
58301,27580547
58302,68313492
58303,122753748
58304,32366222
58305,20818907
58306,103757963
58307,61732261
58308,35372257
58309,39387993
58310,82997458
58311,9405630
58312,84565364
58313,32841059
58314,110654402
58315,143748736
58316,10093616
58317,35292068
58318,58090075
58319,4506712
58320,102125976
58321,14861000
58322,10188488
58323,28158327
58324,113588777
58325,167775461
58326,47129226
58327,21893458
58328,115567435
58329,6723508
58330,37157343
58331,15826312
58332,104300075
58333,67277026
58334,121530862
58335,2146262
58336,127075890
58337,6465350
58338,21592895
58339,12735815
58340,28236656
58341,13306893
58342,68764117
58343,114972643
58344,84393453
58345,48423279
58346,221984
58347,185570320
58348,13390348
58349,19565655
58350,72894595
58351,15967886
58352,111376632
58353,24949598
58354,79708995
58355,35573070
58356,32775867
58357,79036040
58358,213627489
58359,98799332
58360,5021275
58361,83621292
58362,6974331
58363,2021310
58364,68408434
58365,121070526
58366,30586807
58367,265903337
58368,47941231
58369,117179453
58370,110215661
58371,71362961
58372,172701424
58373,36862280
58374,55590332
58375,109565953
58376,245863684
58377,23444231
58378,38571846
58379,120231814
58380,94590835
58381,46770213
58382,45680978
58383,26426271
58384,11083434
58385,16897145
58386,98161289
58387,34125053
58388,39344837
58389,16904963
58390,24329378
58391,118674806
58392,118349636
58393,81626935
58394,53578428
58395,71032757
58396,104177566
58397,62826787
58398,30844330
58399,99056233
58400,114011948
58401,48539410
58402,2195485
58403,41774268
58404,80562185
58405,4934398
58406,147314785
58407,25550094
58408,111773524
58409,14844254
58410,45339063
58411,59016916
58412,34397015
58413,117841288
58414,75795283
58415,25374345
58416,23767229
58417,118179658
58418,180459030
58419,119799688
58420,9097393
58421,161978539
58422,29181831
58423,8244546
58424,90826112
58425,135024041
58426,171427353
58427,166590382
58428,170467730
58429,103937457
58430,48516574
58431,37243254
58432,51019423
58433,16287273
58434,31227581
58435,80007283
58436,26212517
58437,35389408
58438,117187997
58439,162121012
58440,125064876
58441,184378582
58442,76428953
58443,48693470
58444,162011210
58445,7695686
58446,97698210
58447,200114632
58448,6623641
58449,2778379
58450,25827850
58451,103419911
58452,154753262
58453,98230408
58454,157767676
58455,123506163
58456,42239451
58457,18132522
58458,83166827
58459,16034767
58460,175535147
58461,120364714
58462,36554142
58463,210024086
58464,97216885
58465,187745931
58466,109040692
58467,19037708
58468,222121352
58469,12743597
58470,97563554
58471,159402111
58472,3930807
58473,89592642
58474,4041668
58475,232877830
58476,33539605
58477,26378099
58478,9905591
58479,193673626
58480,204151027
58481,268743913
58482,2809735
58483,5396754
58484,43770064
58485,25402080
58486,71483723
58487,44983857
58488,78022372
58489,62782542
58490,51943552
58491,23757203
58492,65994656
58493,52755094
58494,81655372
58495,6556578
58496,7459803
58497,41114388
58498,83441657
58499,28453450
58500,8081760
58501,33544505
58502,2323191
58503,9331358
58504,26414853
58505,70981297
58506,14196381
58507,29403859
58508,106704933
58509,186495047
58510,35893809
58511,192764231
58512,99679777
58513,198651455
58514,216872291
58515,67719521
58516,265503240
58517,275657460
58518,248757437
58519,239406309
58520,41929857
58521,177343668
58522,30671859
58523,24677386
58524,49274086
58525,769066
58526,55678452
58527,79641948
58528,24315161
58529,17161851
58530,90893704
58531,90839392
58532,31050004
58533,30239485
58534,127840724
58535,22692463
58536,12612469
58537,90394478
58538,84490352
58539,629921
58540,46299327
58541,104263672
58542,152183149
58543,132876481
58544,109535991
58545,11552966
58546,118367716
58547,43987194
58548,167452101
58549,16657958
58550,122650007
58551,5658915
58552,124140044
58553,117418770
58554,185430442
58555,4037247
58556,30728987
58557,13008503
58558,111428672
58559,43392911
58560,198470785
58561,186882311
58562,125168805
58563,25062407
58564,138617730
58565,54075957
58566,244518343
58567,244863873
58568,82426980
58569,3353530
58570,192760479
58571,14012750
58572,188911369
58573,159292611
58574,35446772
58575,31745124
58576,9588339
58577,78952818
58578,74483620
58579,51780798
58580,7730690
58581,4517691
58582,51607449
58583,90626729
58584,22606519
58585,53716557
58586,22553252
58587,83903721
58588,24294667
58589,43157928
58590,6662566
58591,9377708
58592,101550219
58593,6264876
58594,8864960
58595,79292503
58596,11235294
58597,5289019
58598,63287741
58599,147326101
58600,124996891
58601,123903275
58602,67463743
58603,24455563
58604,172982826
58605,25601343
58606,60654018
58607,151476439
58608,33107887
58609,82714692
58610,39090361
58611,154762393
58612,74551506
58613,2618178
58614,10441819
58615,29528552
58616,64313704
58617,80666758
58618,25590525
58619,29027623
58620,134655904
58621,26088586
58622,61986016
58623,58419927
58624,78117029
58625,13250888
58626,14745456
58627,23590525
58628,44460649
58629,57810721
58630,41326926
58631,97110649
58632,117969148
58633,119865718
58634,720169
58635,15792358
58636,6816046
58637,106957584
58638,59811083
58639,72808231
58640,43381507
58641,92360278
58642,38608693
58643,127035994
58644,2760738
58645,29708237
58646,17629833
58647,97244715
58648,24371570
58649,54795871
58650,52198470
58651,13660
58652,181645955
58653,21246279
58654,1614521
58655,90669575
58656,53129474
58657,132918957
58658,12895826
58659,44690770
58660,4520389
58661,116400069
58662,191285091
58663,70059333
58664,27086246
58665,98516682
58666,12483997
58667,18019614
58668,44368148
58669,17981216
58670,31411288
58671,247507540
58672,122745613
58673,203303375
58674,23158194
58675,201335832
58676,90733661
58677,99366122
58678,91185710
58679,94651364
58680,57813815
58681,86839224
58682,116773311
58683,6876949
58684,114254342
58685,26773873
58686,76363464
58687,26640640
58688,151310794
58689,6238051
58690,80011986
58691,37114870
58692,56843834
58693,28167765
58694,5459189
58695,43885443
58696,91240011
58697,10665005
58698,84040082
58699,103116138
58700,194858511
58701,238295662
58702,164380742
58703,87159178
58704,74319151
58705,47518404
58706,29958623
58707,23800818
58708,13521076
58709,28335463
58710,56771606
58711,1425865
58712,33602690
58713,7120894
58714,112825025
58715,111154845
58716,98370239
58717,13766409
58718,15885340
58719,112641030
58720,8019637
58721,26587803
58722,27261962
58723,107445204
58724,56981427
58725,14519883
58726,7155517
58727,104358818
58728,102660244
58729,102155120
58730,157582652
58731,11611086
58732,63032048
58733,166919468
58734,14936173
58735,99566565
58736,165011771
58737,153961232
58738,139712860
58739,45707464
58740,105805595
58741,163160989
58742,232120020
58743,7100762
58744,68469294
58745,14502745
58746,51765313
58747,56267146
58748,76428349
58749,94652699
58750,101541490
58751,9071270
58752,145798069
58753,1031736
58754,44826977
58755,99578531
58756,39668945
58757,49363813
58758,115195884
58759,31791974
58760,79834577
58761,2655229
58762,120581444
58763,98975263
58764,33773982
58765,26803464
58766,36013257
58767,115391918
58768,32697663
58769,84875884
58770,52554679
58771,104959817
58772,37310538
58773,3970110
58774,5693767
58775,108015615
58776,132868344
58777,135155759
58778,20443824
58779,167786572
58780,106697174
58781,174687768
58782,35096800
58783,67322344
58784,57687778
58785,35275869
58786,3905730
58787,45706951
58788,11868734
58789,55655357
58790,7905192
58791,15941226
58792,56856650
58793,149424905
58794,5701028
58795,118243620
58796,38784767
58797,240071792
58798,86316101
58799,69427000
58800,53498318
58801,6723603
58802,46834251
58803,18124980
58804,64674482
58805,27333819
58806,34249772
58807,4996912
58808,106348706
58809,59164091
58810,111078997
58811,254241598
58812,76506348
58813,62652727
58814,56846297
58815,129834404
58816,68259799
58817,30773869
58818,150451132
58819,82320370
58820,25334260
58821,152022745
58822,233050333
58823,8896645
58824,188913063
58825,29169109
58826,54332113
58827,239978370
58828,22885016
58829,23817426
58830,77854542
58831,3265468
58832,16979918
58833,35644842
58834,85961060
58835,7173696
58836,97829614
58837,96051899
58838,95104359
58839,113810621
58840,117148564
58841,52805025
58842,6032571
58843,109754594
58844,5745668
58845,79517860
58846,71582469
58847,51151960
58848,123103761
58849,16097202
58850,83325137
58851,12703562
58852,66060215
58853,91364970
58854,55910534
58855,68140192
58856,103548536
58857,41370223
58858,148154281
58859,25197821
58860,2147475
58861,13594628
58862,4991346
58863,5199669
58864,101302421
58865,38420293
58866,12621005
58867,24177790
58868,37370205
58869,20557038
58870,21424292
58871,120476636
58872,53334657
58873,77928083
58874,31376910
58875,3206609
58876,22069347
58877,184707986
58878,21855653
58879,148933474
58880,12461720
58881,27440875
58882,31248158
58883,34052048
58884,111337
58885,16446414
58886,30902182
58887,34206247
58888,200772556
58889,53381076
58890,41514227
58891,9075295
58892,3454652
58893,10600339
58894,109860487
58895,54775466
58896,73089984
58897,34205654
58898,19002640
58899,95918187
58900,167978230
58901,87344104
58902,48170788
58903,112157697
58904,23680474
58905,94906572
58906,94711196
58907,126507784
58908,10621774
58909,96302849
58910,210409616
58911,75653184
58912,64982641
58913,212555478
58914,131964116
58915,91521536
58916,43368052
58917,215414105
58918,7043606
58919,991675
58920,140752079
58921,196920662
58922,65186290
58923,217511673
58924,21745101
58925,49730315
58926,222789436
58927,139955642
58928,31047726
58929,6654158
58930,37695071
58931,39636355
58932,16233298
58933,193725436
58934,112492904
58935,264152324
58936,47269978
58937,20869320
58938,54266530
58939,84331990
58940,21126671
58941,75950899
58942,62573246
58943,74058033
58944,9787046
58945,43848984
58946,77817860
58947,29860136
58948,46780222
58949,122669927
58950,53225393
58951,66045070
58952,86947367
58953,90971984
58954,108156235
58955,6499939
58956,23077869
58957,127487616
58958,94599324
58959,56636105
58960,93103489
58961,5524626
58962,56803766
58963,39952009
58964,3259469
58965,87509815
58966,155971145
58967,67360592
58968,139474104
58969,53455422
58970,36151161
58971,3522866
58972,15526125
58973,196694598
58974,30129227
58975,36613270
58976,14568791
58977,18828004
58978,131578577
58979,243490413
58980,164843972
58981,43549443
58982,246045407
58983,116784818
58984,227888294
58985,263458035
58986,16498447
58987,8884290
58988,88645275
58989,63115643
58990,65351537
58991,47080917
58992,80330499
58993,35364263
58994,92757065
58995,94305945
58996,45516509
58997,99272984
58998,112057143
58999,81416692
59000,116186054
59001,86894045
59002,37649287
59003,102720162
59004,10495119
59005,132332762
59006,85016100
59007,105135254
59008,130241478
59009,80463949
59010,24582560
59011,33012193
59012,98211675
59013,12859477
59014,149649878
59015,58303996
59016,113059349
59017,138205455
59018,49141312
59019,189934334
59020,114569104
59021,20470419
59022,170743558
59023,66013532
59024,1803434
59025,106486322
59026,148412080
59027,18274584
59028,77647359
59029,177663735
59030,39577650
59031,10170857
59032,92164283
59033,69491075
59034,59490611
59035,178387588
59036,150708663
59037,34922726
59038,43024779
59039,244256047
59040,123924067
59041,269434283
59042,23537183
59043,262621076
59044,203793479
59045,273707463
59046,185616787
59047,105033050
59048,23774310
59049,131276369
59050,14556978
59051,4366486
59052,107823654
59053,140074052
59054,17128182
59055,66600230
59056,22467159
59057,25593865
59058,60772911
59059,3877818
59060,160660157
59061,168455435
59062,3472050
59063,8382551
59064,94756049
59065,85535961
59066,6022554
59067,51046904
59068,123241601
59069,9304403
59070,6389343
59071,31720209
59072,66081797
59073,172380723
59074,62251107
59075,48614710
59076,253769465
59077,23641170
59078,12809848
59079,23217200
59080,172908893
59081,2317989
59082,33582119
59083,1653469
59084,59085972
59085,16792484
59086,147711177
59087,4413610
59088,75582086
59089,28472155
59090,14671148
59091,60170553
59092,44643975
59093,66373677
59094,90667681
59095,6370133
59096,113513271
59097,78710743
59098,5820700
59099,121763441
59100,117287787
59101,114331896
59102,91042889
59103,73058065
59104,75079416
59105,98214198
59106,32658443
59107,110797084
59108,76705360
59109,63116373
59110,71623353
59111,131504238
59112,97629237
59113,96628727
59114,53258417
59115,13692966
59116,87135187
59117,122402477
59118,36673818
59119,55033752
59120,18470066
59121,111360934
59122,98964330
59123,48239574
59124,123650295
59125,112533523
59126,18847867
59127,62934073
59128,54835982
59129,5023968
59130,22787511
59131,49956679
59132,166278698
59133,53056040
59134,103470864
59135,55434411
59136,91693876
59137,134875429
59138,10583749
59139,154392536
59140,174493679
59141,55110080
59142,25457748
59143,55206854
59144,178854886
59145,34782827
59146,7771623
59147,62050499
59148,51348970
59149,131484186
59150,37765077
59151,118900358
59152,42776773
59153,79453603
59154,124768726
59155,54310517
59156,111286641
59157,24855855
59158,60581483
59159,191884149
59160,115521650
59161,184798871
59162,30799510
59163,69662245
59164,11978846
59165,157338354
59166,15699899
59167,148057185
59168,160645723
59169,22887203
59170,113745110
59171,151402552
59172,240031689
59173,58176845
59174,123754047
59175,21784728
59176,139345804
59177,38469232
59178,56899455
59179,233159170
59180,37856593
59181,86272591
59182,230574127
59183,272785247
59184,140093041
59185,110002919
59186,57182679
59187,206253067
59188,232781891
59189,605714
59190,279430988
59191,185759219
59192,268402358
59193,12157575
59194,81751223
59195,33924777
59196,1676143
59197,83439033
59198,55819330
59199,17866014
59200,42768357
59201,48029192
59202,97971303
59203,14457479
59204,49840224
59205,110019718
59206,52833272
59207,16832729
59208,117994439
59209,121347631
59210,5869331
59211,24488933
59212,21298042
59213,108911773
59214,49344032
59215,122554615
59216,11915354
59217,14128828
59218,34139988
59219,125679077
59220,57552156
59221,33387391
59222,53632726
59223,22420710
59224,144472212
59225,35538388
59226,34655719
59227,42732455
59228,38976624
59229,37664475
59230,57954315
59231,41132067
59232,2453278
59233,84977354
59234,30233074
59235,100429832
59236,27794235
59237,156710087
59238,22458931
59239,107096964
59240,64078609
59241,69500704
59242,80921647
59243,54146949
59244,30803500
59245,44807871
59246,112373111
59247,84724445
59248,71742899
59249,4672684
59250,24744027
59251,54148747
59252,2477558
59253,166485260
59254,192396719
59255,177777570
59256,166463394
59257,29534099
59258,32201142
59259,33537759
59260,461463
59261,6725098
59262,29895286
59263,11416340
59264,15700914
59265,210236592
59266,189497615
59267,11149191
59268,11776235
59269,80337303
59270,88978927
59271,73955749
59272,129072449
59273,132373456
59274,115958275
59275,144875569
59276,90118487
59277,37449054
59278,49801978
59279,197104067
59280,21147393
59281,26763828
59282,26881163
59283,68751857
59284,5347867
59285,10560608
59286,94420119
59287,49299119
59288,66129634
59289,207803445
59290,5462392
59291,55462517
59292,77670306
59293,81895223
59294,32076961
59295,2118983
59296,86342334
59297,93984818
59298,45864691
59299,123668753
59300,17863661
59301,46823274
59302,46562109
59303,8318350
59304,126644813
59305,134873789
59306,5766365
59307,127199723
59308,74415129
59309,126252294
59310,123931111
59311,58699092
59312,59871433
59313,101806403
59314,33840201
59315,123483224
59316,142992175
59317,129895797
59318,129188881
59319,29153490
59320,167228398
59321,44906224
59322,12263684
59323,37578699
59324,88193102
59325,142189220
59326,76172434
59327,35703760
59328,194691035
59329,77928624
59330,32668046
59331,86551477
59332,194954575
59333,19867110
59334,129284555
59335,40778209
59336,94842642
59337,33556366
59338,173975515
59339,105226024
59340,242735491
59341,143233329
59342,221645039
59343,169508379
59344,160119681
59345,179019362
59346,47844378
59347,114376011
59348,46720949
59349,151752684
59350,137355269
59351,151898363
59352,46149436
59353,259727484
59354,34968136
59355,72289788
59356,82854592
59357,58751919
59358,40498328
59359,4915130
59360,58117297
59361,50667150
59362,128711967
59363,49436596
59364,128266217
59365,122184424
59366,84613515
59367,28345440
59368,83072805
59369,6368252
59370,128545836
59371,82390894
59372,137652093
59373,7392120
59374,145830352
59375,133927749
59376,2595876
59377,62841140
59378,187463014
59379,124494157
59380,108735206
59381,47180334
59382,183446471
59383,7238796
59384,183782179
59385,191927069
59386,42360220
59387,117449117
59388,108572380
59389,73300840
59390,144482575
59391,209234228
59392,67870972
59393,192609623
59394,119461046
59395,19640146
59396,82207520
59397,77132589
59398,22917839
59399,84734864
59400,18763175
59401,25363520
59402,3550998
59403,6951711
59404,24807224
59405,44026358
59406,92776484
59407,6899663
59408,35155438
59409,110666061
59410,23601127
59411,67721147
59412,39033525
59413,3322807
59414,8747597
59415,46326845
59416,727202
59417,13678753
59418,40819165
59419,95737363
59420,129324153
59421,14618867
59422,27878814
59423,119277251
59424,125400692
59425,42404314
59426,39180929
59427,141986764
59428,49576289
59429,10322014
59430,139932040
59431,101049724
59432,132187576
59433,1747793
59434,93274716
59435,90653116
59436,15097081
59437,152987026
59438,12159235
59439,28186703
59440,63132993
59441,15125731
59442,166378811
59443,144001414
59444,71738216
59445,96227105
59446,59604922
59447,83739835
59448,18663047
59449,6258689
59450,130208843
59451,142087318
59452,118363024
59453,39893031
59454,127685841
59455,102717115
59456,40797487
59457,146512702
59458,138581653
59459,97821426
59460,49293394
59461,77545379
59462,69788896
59463,66654580
59464,4316760
59465,69954363
59466,92298424
59467,131551920
59468,33929007
59469,40772823
59470,247482250
59471,186106935
59472,151964044
59473,139316541
59474,221481864
59475,45303150
59476,125400838
59477,190029011
59478,80506909
59479,2916736
59480,58760724
59481,271041472
59482,55971687
59483,138042879
59484,7433098
59485,67520047
59486,38250522
59487,203442708
59488,188562778
59489,78657621
59490,5283825
59491,91761928
59492,17421565
59493,35534800
59494,9030980
59495,73237005
59496,100042859
59497,33999456
59498,4484167
59499,121284301
59500,33524886
59501,94898516
59502,13493154
59503,59824354
59504,2671203
59505,57388652
59506,15905616
59507,89332548
59508,87213051
59509,43012821
59510,41728993
59511,6293157
59512,10784467
59513,16043622
59514,116002230
59515,4029859
59516,26977711
59517,109145524
59518,59817948
59519,52710035
59520,64436325
59521,37170132
59522,23287707
59523,183983237
59524,8926121
59525,73622522
59526,34768598
59527,24601913
59528,98874377
59529,7099315
59530,9794359
59531,66163064
59532,20626889
59533,141736052
59534,129950462
59535,191307335
59536,64580006
59537,42815543
59538,137648174
59539,192989563
59540,21565476
59541,102600813
59542,205567816
59543,213184129
59544,139678234
59545,208218643
59546,20037629
59547,242561261
59548,10133790
59549,26325298
59550,90964617
59551,36519202
59552,58844659
59553,65780262
59554,164564764
